Receipt,TransactionDate,BeginHour,EAN,Quantity,PersonAgeGrp,KCustomer,QualClass,EasyClass,CustomerID
2206376224,2017-09-06,10,6415130028048,1.0,18-24,6714,Q_1-3,E_1-3,135
2206376224,2017-09-06,10,6415130027997,1.0,18-24,6714,Q_1-3,E_1-3,135
2206376224,2017-09-06,10,6410405107961,1.0,18-24,6714,Q_1-3,E_1-3,135
2230503152,2017-09-09,19,6408641799569,1.0,18-24,6714,Q_1-3,E_1-3,135
2230503152,2017-09-09,19,6420256014134,1.0,18-24,6714,Q_1-3,E_1-3,135
2230503152,2017-09-09,19,6415600512435,1.0,18-24,6714,Q_1-3,E_1-3,135
2338507594,2017-09-21,8,6415130028048,1.0,18-24,6714,Q_1-3,E_1-3,135
2338507594,2017-09-21,8,6415130027980,1.0,18-24,6714,Q_1-3,E_1-3,135
2901889091,2017-11-26,17,6410405169679,2.0,18-24,6714,Q_1-3,E_1-3,136
2901889091,2017-11-26,17,5010338264611,3.0,18-24,6714,Q_1-3,E_1-3,136
2901889091,2017-11-26,17,6415131404322,1.0,18-24,6714,Q_1-3,E_1-3,136
2901889091,2017-11-26,17,6410405094162,1.0,18-24,6714,Q_1-3,E_1-3,136
2901889091,2017-11-26,17,8722700234524,1.0,18-24,6714,Q_1-3,E_1-3,136
2901889091,2017-11-26,17,6410402008933,1.0,18-24,6714,Q_1-3,E_1-3,136
2901889091,2017-11-26,17,6432802511240,1.0,18-24,6714,Q_1-3,E_1-3,136
3040629105,2017-12-12,20,27007,1.0,18-24,6714,Q_1-3,E_1-3,136
3040629105,2017-12-12,20,6410405132789,1.0,18-24,6714,Q_1-3,E_1-3,136
3040629105,2017-12-12,20,6410405205797,1.0,18-24,6714,Q_1-3,E_1-3,136
3040629105,2017-12-12,20,6408641027488,1.0,18-24,6714,Q_1-3,E_1-3,136
3040629105,2017-12-12,20,6410405181411,1.0,18-24,6714,Q_1-3,E_1-3,136
2334168959,2017-09-21,11,2000470400001,2.0,18-24,6714,Q_1-3,E_1-3,139
