Receipt,TransactionDate,BeginHour,EAN,Quantity,PersonAgeGrp,KCustomer,QualClass,EasyClass,CustomerID
16268479,2017-01-01,18,6408430000128,1.0,45-54,6714,Q_4-7,E_4-7,830
16268479,2017-01-01,18,6410405093448,3.0,45-54,6714,Q_4-7,E_4-7,830
16268479,2017-01-01,18,6408430000135,1.0,45-54,6714,Q_4-7,E_4-7,830
16268479,2017-01-01,18,7311312002075,1.0,45-54,6714,Q_4-7,E_4-7,830
19512860,2017-01-02,19,2000798000006,1.88,45-54,6714,Q_4-7,E_4-7,830
19512860,2017-01-02,19,7340116870214,1.0,45-54,6714,Q_4-7,E_4-7,830
19512860,2017-01-02,19,6408641799569,1.0,45-54,6714,Q_4-7,E_4-7,830
19512860,2017-01-02,19,2000818700008,0.655,45-54,6714,Q_4-7,E_4-7,830
33549519,2017-01-04,6,2000662900005,1.0,45-54,6714,Q_4-7,E_4-7,830
43866742,2017-01-05,15,7622100936107,2.0,45-54,6714,Q_4-7,E_4-7,830
48919349,2017-01-06,14,6410405095893,1.0,45-54,6714,Q_4-7,E_4-7,830
48919349,2017-01-06,14,2000623600005,0.188,45-54,6714,Q_4-7,E_4-7,830
48919349,2017-01-06,14,2000681100004,1.025,45-54,6714,Q_4-7,E_4-7,830
48919349,2017-01-06,14,2000960400009,0.139,45-54,6714,Q_4-7,E_4-7,830
48919349,2017-01-06,14,6408430041312,1.0,45-54,6714,Q_4-7,E_4-7,830
48919349,2017-01-06,14,6410405085627,1.0,45-54,6714,Q_4-7,E_4-7,830
48919349,2017-01-06,14,6417700055027,1.0,45-54,6714,Q_4-7,E_4-7,830
48919349,2017-01-06,14,2000190600002,0.433,45-54,6714,Q_4-7,E_4-7,830
48919349,2017-01-06,14,6413300215915,1.0,45-54,6714,Q_4-7,E_4-7,830
48919349,2017-01-06,14,6437005053368,1.0,45-54,6714,Q_4-7,E_4-7,830
48919349,2017-01-06,14,2000614400003,0.259,45-54,6714,Q_4-7,E_4-7,830
48919349,2017-01-06,14,6416046654123,1.0,45-54,6714,Q_4-7,E_4-7,830
48919349,2017-01-06,14,6416046672127,1.0,45-54,6714,Q_4-7,E_4-7,830
48919349,2017-01-06,14,64008899,1.0,45-54,6714,Q_4-7,E_4-7,830
48919349,2017-01-06,14,6408430004287,2.0,45-54,6714,Q_4-7,E_4-7,830
54491461,2017-01-07,13,6405904001049,2.0,45-54,6714,Q_4-7,E_4-7,830
54491461,2017-01-07,13,8714462090197,1.0,45-54,6714,Q_4-7,E_4-7,830
54491461,2017-01-07,13,6419230148965,1.0,45-54,6714,Q_4-7,E_4-7,830
54491461,2017-01-07,13,2000198100009,1.0,45-54,6714,Q_4-7,E_4-7,830
54491461,2017-01-07,13,6410405178060,1.0,45-54,6714,Q_4-7,E_4-7,830
54491461,2017-01-07,13,2000757200003,0.254,45-54,6714,Q_4-7,E_4-7,830
54491461,2017-01-07,13,8714462090227,1.0,45-54,6714,Q_4-7,E_4-7,830
54491461,2017-01-07,13,57025407,3.0,45-54,6714,Q_4-7,E_4-7,830
54491461,2017-01-07,13,2000602400008,1.141,45-54,6714,Q_4-7,E_4-7,830
58918324,2017-01-08,14,7622100936190,1.0,45-54,6714,Q_4-7,E_4-7,830
58918324,2017-01-08,14,7310350118496,1.0,45-54,6714,Q_4-7,E_4-7,830
58918324,2017-01-08,14,6408430046614,1.0,45-54,6714,Q_4-7,E_4-7,830
63727331,2017-01-09,14,6412247641412,1.0,45-54,6714,Q_4-7,E_4-7,830
79425230,2017-01-11,17,2000554000004,0.484,45-54,6714,Q_4-7,E_4-7,830
79425230,2017-01-11,17,6409620010408,1.0,45-54,6714,Q_4-7,E_4-7,830
79425230,2017-01-11,17,5010338264611,4.0,45-54,6714,Q_4-7,E_4-7,830
79425230,2017-01-11,17,6430041690719,1.0,45-54,6714,Q_4-7,E_4-7,830
79425230,2017-01-11,17,6405506106111,1.0,45-54,6714,Q_4-7,E_4-7,830
79425230,2017-01-11,17,2000233000004,0.41,45-54,6714,Q_4-7,E_4-7,830
79425230,2017-01-11,17,6430061110006,1.0,45-54,6714,Q_4-7,E_4-7,830
79425230,2017-01-11,17,6411401017629,1.0,45-54,6714,Q_4-7,E_4-7,830
79425230,2017-01-11,17,6410840055605,1.0,45-54,6714,Q_4-7,E_4-7,830
88274147,2017-01-12,9,8710568056983,1.0,45-54,6714,Q_4-7,E_4-7,830
93575177,2017-01-13,17,6405506098553,1.0,45-54,6714,Q_4-7,E_4-7,830
93575177,2017-01-13,17,6410405103505,1.0,45-54,6714,Q_4-7,E_4-7,830
93575177,2017-01-13,17,6413300230413,2.0,45-54,6714,Q_4-7,E_4-7,830
93575177,2017-01-13,17,6410405093202,2.0,45-54,6714,Q_4-7,E_4-7,830
93575177,2017-01-13,17,6416777222882,1.0,45-54,6714,Q_4-7,E_4-7,830
99527186,2017-01-13,17,6408430004119,1.0,45-54,6714,Q_4-7,E_4-7,830
99527186,2017-01-13,17,6415600080484,1.0,45-54,6714,Q_4-7,E_4-7,830
99527186,2017-01-13,17,6410405060471,1.0,45-54,6714,Q_4-7,E_4-7,830
99527186,2017-01-13,17,6408430000128,1.0,45-54,6714,Q_4-7,E_4-7,830
99527186,2017-01-13,17,2000973900008,8.0,45-54,6714,Q_4-7,E_4-7,830
99527186,2017-01-13,17,6435200151841,1.0,45-54,6714,Q_4-7,E_4-7,830
99527186,2017-01-13,17,6407860063666,1.0,45-54,6714,Q_4-7,E_4-7,830
99527186,2017-01-13,17,6410381095399,1.0,45-54,6714,Q_4-7,E_4-7,830
99527186,2017-01-13,17,5719642208037,1.0,45-54,6714,Q_4-7,E_4-7,830
99527186,2017-01-13,17,6430041690382,1.0,45-54,6714,Q_4-7,E_4-7,830
99527186,2017-01-13,17,6408430033904,1.0,45-54,6714,Q_4-7,E_4-7,830
99527186,2017-01-13,17,6419800020837,2.0,45-54,6714,Q_4-7,E_4-7,830
99527186,2017-01-13,17,6410405071118,2.0,45-54,6714,Q_4-7,E_4-7,830
117840236,2017-01-16,13,6415600502054,1.0,45-54,6714,Q_4-7,E_4-7,830
117840236,2017-01-16,13,6413466094102,1.0,45-54,6714,Q_4-7,E_4-7,830
117840236,2017-01-16,13,6409620003486,1.0,45-54,6714,Q_4-7,E_4-7,830
117840236,2017-01-16,13,6409620003318,1.0,45-54,6714,Q_4-7,E_4-7,830
117840236,2017-01-16,13,6430059780549,1.0,45-54,6714,Q_4-7,E_4-7,830
117840236,2017-01-16,13,64025124,1.0,45-54,6714,Q_4-7,E_4-7,830
117840236,2017-01-16,13,6408641799569,1.0,45-54,6714,Q_4-7,E_4-7,830
117840236,2017-01-16,13,6413467308703,1.0,45-54,6714,Q_4-7,E_4-7,830
138330076,2017-01-19,15,2000198100009,1.0,45-54,6714,Q_4-7,E_4-7,830
138330076,2017-01-19,15,2000512100005,0.202,45-54,6714,Q_4-7,E_4-7,830
138330076,2017-01-19,15,6410405082626,1.0,45-54,6714,Q_4-7,E_4-7,830
161535181,2017-01-22,17,6408641827200,1.0,45-54,6714,Q_4-7,E_4-7,830
161535181,2017-01-22,17,6408641799569,1.0,45-54,6714,Q_4-7,E_4-7,830
161535181,2017-01-22,17,6409620064562,1.0,45-54,6714,Q_4-7,E_4-7,830
161535181,2017-01-22,17,6410405155702,1.0,45-54,6714,Q_4-7,E_4-7,830
161535181,2017-01-22,17,6410405148704,1.0,45-54,6714,Q_4-7,E_4-7,830
161535181,2017-01-22,17,6413600015147,1.0,45-54,6714,Q_4-7,E_4-7,830
161535181,2017-01-22,17,6411402202208,1.0,45-54,6714,Q_4-7,E_4-7,830
161535181,2017-01-22,17,6415600502153,1.0,45-54,6714,Q_4-7,E_4-7,830
161535181,2017-01-22,17,2000646200008,0.223,45-54,6714,Q_4-7,E_4-7,830
166913218,2017-01-23,12,6414880021132,1.0,45-54,6714,Q_4-7,E_4-7,830
166913218,2017-01-23,12,64025124,1.0,45-54,6714,Q_4-7,E_4-7,830
