Receipt,TransactionDate,BeginHour,EAN,Quantity,PersonAgeGrp,KCustomer,QualClass,EasyClass,CustomerID
30784680,2017-01-03,7,4005808368556,1.0,55-64,6711,Q_8-10,E_8-10,940
30784680,2017-01-03,7,6408641199345,1.0,55-64,6711,Q_8-10,E_8-10,940
30784680,2017-01-03,7,4008455393216,1.0,55-64,6711,Q_8-10,E_8-10,940
36019469,2017-01-04,17,6408430061792,1.0,55-64,6711,Q_8-10,E_8-10,940
36019469,2017-01-04,17,6408430690046,1.0,55-64,6711,Q_8-10,E_8-10,940
36019469,2017-01-04,17,6408430042883,1.0,55-64,6711,Q_8-10,E_8-10,940
36019469,2017-01-04,17,6408430042951,2.0,55-64,6711,Q_8-10,E_8-10,940
36019469,2017-01-04,17,6410402012237,1.0,55-64,6711,Q_8-10,E_8-10,940
36019469,2017-01-04,17,6410405055064,1.0,55-64,6711,Q_8-10,E_8-10,940
36019469,2017-01-04,17,6410405172792,1.0,55-64,6711,Q_8-10,E_8-10,940
36019469,2017-01-04,17,6410405046420,1.0,55-64,6711,Q_8-10,E_8-10,940
36019469,2017-01-04,17,6408430340507,1.0,55-64,6711,Q_8-10,E_8-10,940
36019469,2017-01-04,17,6412000031740,1.0,55-64,6711,Q_8-10,E_8-10,940
44767544,2017-01-05,10,6416211005101,1.0,55-64,6711,Q_8-10,E_8-10,940
44767544,2017-01-05,10,6409100071288,1.0,55-64,6711,Q_8-10,E_8-10,940
44767544,2017-01-05,10,4006508122394,1.0,55-64,6711,Q_8-10,E_8-10,940
44767544,2017-01-05,10,6408430006151,2.0,55-64,6711,Q_8-10,E_8-10,940
44767544,2017-01-05,10,6411300140329,2.0,55-64,6711,Q_8-10,E_8-10,940
44767544,2017-01-05,10,2000470400001,2.0,55-64,6711,Q_8-10,E_8-10,940
44767544,2017-01-05,10,6408641827200,2.0,55-64,6711,Q_8-10,E_8-10,940
44767544,2017-01-05,10,6408430006021,3.0,55-64,6711,Q_8-10,E_8-10,940
44767544,2017-01-05,10,6406300015210,1.0,55-64,6711,Q_8-10,E_8-10,940
44767544,2017-01-05,10,2000652800001,6.0,55-64,6711,Q_8-10,E_8-10,940
44767544,2017-01-05,10,2000815500007,2.0,55-64,6711,Q_8-10,E_8-10,940
44767544,2017-01-05,10,6410405046420,2.0,55-64,6711,Q_8-10,E_8-10,940
44767544,2017-01-05,10,6409100070298,1.0,55-64,6711,Q_8-10,E_8-10,940
44767544,2017-01-05,10,6408430039517,1.0,55-64,6711,Q_8-10,E_8-10,940
44767544,2017-01-05,10,6412000030040,1.0,55-64,6711,Q_8-10,E_8-10,940
44767544,2017-01-05,10,6413600017363,2.0,55-64,6711,Q_8-10,E_8-10,940
44767544,2017-01-05,10,6437005003752,1.0,55-64,6711,Q_8-10,E_8-10,940
44767544,2017-01-05,10,2000818700008,1.013,55-64,6711,Q_8-10,E_8-10,940
56107544,2017-01-07,18,5701090052157,1.0,55-64,6711,Q_8-10,E_8-10,940
56107544,2017-01-07,18,8076804215058,2.0,55-64,6711,Q_8-10,E_8-10,940
56107544,2017-01-07,18,6410381092053,1.0,55-64,6711,Q_8-10,E_8-10,940
56107544,2017-01-07,18,7311070338850,1.0,55-64,6711,Q_8-10,E_8-10,940
56107544,2017-01-07,18,6410400030134,1.0,55-64,6711,Q_8-10,E_8-10,940
56107544,2017-01-07,18,6411402197108,1.0,55-64,6711,Q_8-10,E_8-10,940
56107544,2017-01-07,18,6419800020233,2.0,55-64,6711,Q_8-10,E_8-10,940
56107544,2017-01-07,18,6410402020171,1.0,55-64,6711,Q_8-10,E_8-10,940
56107544,2017-01-07,18,6417901008280,1.0,55-64,6711,Q_8-10,E_8-10,940
