Receipt,TransactionDate,BeginHour,EAN,Quantity,PersonAgeGrp,KCustomer,QualClass,EasyClass,CustomerID
37596870,2017-01-04,17,6413300018837,1.0,25-34,6711,Q_4-7,E_1-3,240
39909306,2017-01-05,18,6414000043051,1.0,25-34,6711,Q_4-7,E_1-3,240
39909306,2017-01-05,18,5740200001012,1.0,25-34,6711,Q_4-7,E_1-3,240
39909306,2017-01-05,18,7898904771019,1.0,25-34,6711,Q_4-7,E_1-3,240
39909306,2017-01-05,18,2000960000001,0.06,25-34,6711,Q_4-7,E_1-3,240
39909306,2017-01-05,18,6430104957117,1.0,25-34,6711,Q_4-7,E_1-3,240
39909306,2017-01-05,18,75001629,3.0,25-34,6711,Q_4-7,E_1-3,240
39909306,2017-01-05,18,6410405138392,3.0,25-34,6711,Q_4-7,E_1-3,240
39909306,2017-01-05,18,6413300308600,1.0,25-34,6711,Q_4-7,E_1-3,240
39909306,2017-01-05,18,6408640995924,5.0,25-34,6711,Q_4-7,E_1-3,240
39909306,2017-01-05,18,6410405138330,2.0,25-34,6711,Q_4-7,E_1-3,240
39909306,2017-01-05,18,6410402010318,2.0,25-34,6711,Q_4-7,E_1-3,240
39909306,2017-01-05,18,2000503400008,0.293,25-34,6711,Q_4-7,E_1-3,240
39909306,2017-01-05,18,6430033200032,2.0,25-34,6711,Q_4-7,E_1-3,240
39909306,2017-01-05,18,2000797100004,0.941,25-34,6711,Q_4-7,E_1-3,240
39909306,2017-01-05,18,2000818700008,1.0,25-34,6711,Q_4-7,E_1-3,240
39909306,2017-01-05,18,7310511257507,1.0,25-34,6711,Q_4-7,E_1-3,240
47517137,2017-01-06,20,2000517100000,0.457,25-34,6711,Q_4-7,E_1-3,240
47517137,2017-01-06,20,5411188118121,1.0,25-34,6711,Q_4-7,E_1-3,240
47517137,2017-01-06,20,7310861040903,1.0,25-34,6711,Q_4-7,E_1-3,240
47517137,2017-01-06,20,6430041690382,1.0,25-34,6711,Q_4-7,E_1-3,240
47517137,2017-01-06,20,5400279001770,1.0,25-34,6711,Q_4-7,E_1-3,240
47517137,2017-01-06,20,6412600845907,1.0,25-34,6711,Q_4-7,E_1-3,240
47517137,2017-01-06,20,6430060760103,1.0,25-34,6711,Q_4-7,E_1-3,240
53675051,2017-01-07,14,2000503600002,1.492,25-34,6711,Q_4-7,E_1-3,240
53675051,2017-01-07,14,6413200995399,1.0,25-34,6711,Q_4-7,E_1-3,240
53675051,2017-01-07,14,6430041690719,2.0,25-34,6711,Q_4-7,E_1-3,240
53675051,2017-01-07,14,6408430021789,2.0,25-34,6711,Q_4-7,E_1-3,240
53675051,2017-01-07,14,6407880084900,1.0,25-34,6711,Q_4-7,E_1-3,240
53675051,2017-01-07,14,6416565001248,2.0,25-34,6711,Q_4-7,E_1-3,240
53675051,2017-01-07,14,2000973900008,7.0,25-34,6711,Q_4-7,E_1-3,240
53675051,2017-01-07,14,6408430024971,3.0,25-34,6711,Q_4-7,E_1-3,240
53675051,2017-01-07,14,4005808235353,1.0,25-34,6711,Q_4-7,E_1-3,240
53675051,2017-01-07,14,2000619000000,1.495,25-34,6711,Q_4-7,E_1-3,240
53675051,2017-01-07,14,6415600026628,7.0,25-34,6711,Q_4-7,E_1-3,240
53675051,2017-01-07,14,6408430030309,1.0,25-34,6711,Q_4-7,E_1-3,240
53675051,2017-01-07,14,6410405082657,2.0,25-34,6711,Q_4-7,E_1-3,240
60707650,2017-01-08,12,6413466103705,1.0,25-34,6711,Q_4-7,E_1-3,240
60707650,2017-01-08,12,6413600016212,1.0,25-34,6711,Q_4-7,E_1-3,240
60707650,2017-01-08,12,6408641827200,1.0,25-34,6711,Q_4-7,E_1-3,240
69154977,2017-01-09,19,6420610745933,1.0,25-34,6711,Q_4-7,E_1-3,240
69154977,2017-01-09,19,6420610745940,1.0,25-34,6711,Q_4-7,E_1-3,240
69154977,2017-01-09,19,6413600014836,1.0,25-34,6711,Q_4-7,E_1-3,240
69154977,2017-01-09,19,2000973900008,1.0,25-34,6711,Q_4-7,E_1-3,240
69154977,2017-01-09,19,6413600014621,1.0,25-34,6711,Q_4-7,E_1-3,240
69154977,2017-01-09,19,6410402016242,2.0,25-34,6711,Q_4-7,E_1-3,240
69154977,2017-01-09,19,6413600135081,1.0,25-34,6711,Q_4-7,E_1-3,240
69154977,2017-01-09,19,6410400029336,1.0,25-34,6711,Q_4-7,E_1-3,240
69154977,2017-01-09,19,7310861040903,1.0,25-34,6711,Q_4-7,E_1-3,240
69154977,2017-01-09,19,6430041690382,1.0,25-34,6711,Q_4-7,E_1-3,240
69154977,2017-01-09,19,5411188118121,1.0,25-34,6711,Q_4-7,E_1-3,240
69154977,2017-01-09,19,7310090363187,1.0,25-34,6711,Q_4-7,E_1-3,240
69154977,2017-01-09,19,6412000081202,1.0,25-34,6711,Q_4-7,E_1-3,240
69154977,2017-01-09,19,6408641799569,2.0,25-34,6711,Q_4-7,E_1-3,240
69154977,2017-01-09,19,6437005079863,1.0,25-34,6711,Q_4-7,E_1-3,240
88556023,2017-01-12,19,6409100025335,2.0,25-34,6711,Q_4-7,E_1-3,240
88556023,2017-01-12,19,6408641799569,1.0,25-34,6711,Q_4-7,E_1-3,240
88556023,2017-01-12,19,6430041690443,1.0,25-34,6711,Q_4-7,E_1-3,240
88556023,2017-01-12,19,6408641827200,2.0,25-34,6711,Q_4-7,E_1-3,240
88556023,2017-01-12,19,6410402028030,1.0,25-34,6711,Q_4-7,E_1-3,240
