Receipt,TransactionDate,BeginHour,EAN,Quantity,PersonAgeGrp,KCustomer,QualClass,EasyClass,CustomerID
13926867,2017-01-01,16,4002971466102,3.0,25-34,6714,Q_1-3,E_8-10,370
13926867,2017-01-01,16,6409100067007,1.0,25-34,6714,Q_1-3,E_8-10,370
13926867,2017-01-01,16,6410405069054,2.0,25-34,6714,Q_1-3,E_8-10,370
13926867,2017-01-01,16,6408430004324,4.0,25-34,6714,Q_1-3,E_8-10,370
13926867,2017-01-01,16,7310050001692,1.0,25-34,6714,Q_1-3,E_8-10,370
13926867,2017-01-01,16,6410402008896,1.0,25-34,6714,Q_1-3,E_8-10,370
13926867,2017-01-01,16,2000594600004,0.255,25-34,6714,Q_1-3,E_8-10,370
13926867,2017-01-01,16,6410405133441,1.0,25-34,6714,Q_1-3,E_8-10,370
13926867,2017-01-01,16,5010394984584,1.0,25-34,6714,Q_1-3,E_8-10,370
13926867,2017-01-01,16,6410405082657,1.0,25-34,6714,Q_1-3,E_8-10,370
13926867,2017-01-01,16,6430056881041,1.0,25-34,6714,Q_1-3,E_8-10,370
13926867,2017-01-01,16,6416565001071,1.0,25-34,6714,Q_1-3,E_8-10,370
13926867,2017-01-01,16,6430041690719,2.0,25-34,6714,Q_1-3,E_8-10,370
13926867,2017-01-01,16,6408641827200,2.0,25-34,6714,Q_1-3,E_8-10,370
13926867,2017-01-01,16,5601068050577,1.0,25-34,6714,Q_1-3,E_8-10,370
22602898,2017-01-02,7,5690527975001,1.0,25-34,6714,Q_1-3,E_8-10,370
22602898,2017-01-02,7,5690527996006,1.0,25-34,6714,Q_1-3,E_8-10,370
26966558,2017-01-03,13,8410280690013,1.0,25-34,6714,Q_1-3,E_8-10,370
26966558,2017-01-03,13,2000441000001,1.0,25-34,6714,Q_1-3,E_8-10,370
39836569,2017-01-05,21,6410405078872,1.0,25-34,6714,Q_1-3,E_8-10,370
39836569,2017-01-05,21,6416021000389,1.0,25-34,6714,Q_1-3,E_8-10,370
39836569,2017-01-05,21,6410402028634,1.0,25-34,6714,Q_1-3,E_8-10,370
39836569,2017-01-05,21,6412000083046,1.0,25-34,6714,Q_1-3,E_8-10,370
60059765,2017-01-08,11,6415600522410,1.0,25-34,6714,Q_1-3,E_8-10,370
60059765,2017-01-08,11,2000973900008,2.0,25-34,6714,Q_1-3,E_8-10,370
60059765,2017-01-08,11,6415600025300,1.0,25-34,6714,Q_1-3,E_8-10,370
71010054,2017-01-10,14,6408641832990,1.0,25-34,6714,Q_1-3,E_8-10,370
71010054,2017-01-10,14,6430025524160,1.0,25-34,6714,Q_1-3,E_8-10,370
71010054,2017-01-10,14,6410405093943,1.0,25-34,6714,Q_1-3,E_8-10,370
76859849,2017-01-11,16,6410400035443,1.0,25-34,6714,Q_1-3,E_8-10,370
76859849,2017-01-11,16,6408641827200,1.0,25-34,6714,Q_1-3,E_8-10,370
76859849,2017-01-11,16,6413600017257,1.0,25-34,6714,Q_1-3,E_8-10,370
76859849,2017-01-11,16,8712100859939,4.0,25-34,6714,Q_1-3,E_8-10,370
76859849,2017-01-11,16,6410402024247,2.0,25-34,6714,Q_1-3,E_8-10,370
76859849,2017-01-11,16,6408430024940,1.0,25-34,6714,Q_1-3,E_8-10,370
76859849,2017-01-11,16,6410405084934,2.0,25-34,6714,Q_1-3,E_8-10,370
76859849,2017-01-11,16,6408430024858,1.0,25-34,6714,Q_1-3,E_8-10,370
76859849,2017-01-11,16,7622100936343,1.0,25-34,6714,Q_1-3,E_8-10,370
76859849,2017-01-11,16,6410405169693,1.0,25-34,6714,Q_1-3,E_8-10,370
76859849,2017-01-11,16,6416021003069,1.0,25-34,6714,Q_1-3,E_8-10,370
76859849,2017-01-11,16,6409100051907,1.0,25-34,6714,Q_1-3,E_8-10,370
95250312,2017-01-13,20,6415600025300,2.0,25-34,6714,Q_1-3,E_8-10,370
