Receipt,TransactionDate,BeginHour,EAN,Quantity,PersonAgeGrp,KCustomer,QualClass,EasyClass,CustomerID
16185284,2017-01-01,19,2000973900008,3.0,45-54,6714,Q_4-7,E_8-10,835
16185284,2017-01-01,19,6413600054658,3.0,45-54,6714,Q_4-7,E_8-10,835
30092751,2017-01-03,7,6410405183620,1.0,45-54,6714,Q_4-7,E_8-10,835
30092751,2017-01-03,7,7622100936466,1.0,45-54,6714,Q_4-7,E_8-10,835
43976663,2017-01-05,18,2000608200008,2.0,45-54,6714,Q_4-7,E_8-10,835
43976663,2017-01-05,18,6410405082510,1.0,45-54,6714,Q_4-7,E_8-10,835
43976663,2017-01-05,18,6408430026340,1.0,45-54,6714,Q_4-7,E_8-10,835
43976663,2017-01-05,18,6415600002806,1.0,45-54,6714,Q_4-7,E_8-10,835
43976663,2017-01-05,18,2000973900008,20.0,45-54,6714,Q_4-7,E_8-10,835
43976663,2017-01-05,18,6407800007644,1.0,45-54,6714,Q_4-7,E_8-10,835
43976663,2017-01-05,18,2000613700005,0.682,45-54,6714,Q_4-7,E_8-10,835
43976663,2017-01-05,18,6410405052551,1.0,45-54,6714,Q_4-7,E_8-10,835
43976663,2017-01-05,18,6410405148575,1.0,45-54,6714,Q_4-7,E_8-10,835
43976663,2017-01-05,18,4740098080299,1.0,45-54,6714,Q_4-7,E_8-10,835
43976663,2017-01-05,18,2000650800003,0.29,45-54,6714,Q_4-7,E_8-10,835
48080875,2017-01-06,17,75001629,1.0,45-54,6714,Q_4-7,E_8-10,835
48080875,2017-01-06,17,6408640995924,2.0,45-54,6714,Q_4-7,E_8-10,835
48080875,2017-01-06,17,88345100517,1.0,45-54,6714,Q_4-7,E_8-10,835
48080875,2017-01-06,17,2000973900008,3.0,45-54,6714,Q_4-7,E_8-10,835
48080875,2017-01-06,17,6430041690719,1.0,45-54,6714,Q_4-7,E_8-10,835
48080875,2017-01-06,17,6411401037696,1.0,45-54,6714,Q_4-7,E_8-10,835
48080875,2017-01-06,17,6419800020837,3.0,45-54,6714,Q_4-7,E_8-10,835
48080875,2017-01-06,17,6410405102720,1.0,45-54,6714,Q_4-7,E_8-10,835
48080875,2017-01-06,17,7310511210403,1.0,45-54,6714,Q_4-7,E_8-10,835
