Receipt,TransactionDate,BeginHour,EAN,Quantity,PersonAgeGrp,KCustomer,QualClass,EasyClass,CustomerID
15844132,2017-01-01,19,4904530587115,2.0,35-44,6714,Q_4-7,E_1-3,600
20897047,2017-01-02,17,6408430043200,1.0,35-44,6714,Q_4-7,E_1-3,600
20897047,2017-01-02,17,6405304003223,1.0,35-44,6714,Q_4-7,E_1-3,600
27007305,2017-01-03,8,2000897000006,1.0,35-44,6714,Q_4-7,E_1-3,600
32581398,2017-01-04,18,2378243100008,0.592,35-44,6714,Q_4-7,E_1-3,600
32581398,2017-01-04,18,7702018389889,1.0,35-44,6714,Q_4-7,E_1-3,600
32581398,2017-01-04,18,64027913,1.0,35-44,6714,Q_4-7,E_1-3,600
32581398,2017-01-04,18,6411402197108,1.0,35-44,6714,Q_4-7,E_1-3,600
32581398,2017-01-04,18,6408430000104,2.0,35-44,6714,Q_4-7,E_1-3,600
32581398,2017-01-04,18,2378157100002,1.364,35-44,6714,Q_4-7,E_1-3,600
32581398,2017-01-04,18,6410105296255,1.0,35-44,6714,Q_4-7,E_1-3,600
32581398,2017-01-04,18,64025575,1.0,35-44,6714,Q_4-7,E_1-3,600
39195481,2017-01-05,19,7310390010170,1.0,35-44,6714,Q_4-7,E_1-3,600
39195481,2017-01-05,19,2000604700007,0.329,35-44,6714,Q_4-7,E_1-3,600
39195481,2017-01-05,19,6408430006151,1.0,35-44,6714,Q_4-7,E_1-3,600
39195481,2017-01-05,19,7310240651287,1.0,35-44,6714,Q_4-7,E_1-3,600
39195481,2017-01-05,19,6415352230120,1.0,35-44,6714,Q_4-7,E_1-3,600
39195481,2017-01-05,19,6408430000531,2.0,35-44,6714,Q_4-7,E_1-3,600
39195481,2017-01-05,19,6409100051907,1.0,35-44,6714,Q_4-7,E_1-3,600
39195481,2017-01-05,19,6430041690382,2.0,35-44,6714,Q_4-7,E_1-3,600
39195481,2017-01-05,19,6410405070494,1.0,35-44,6714,Q_4-7,E_1-3,600
39195481,2017-01-05,19,6408430030354,1.0,35-44,6714,Q_4-7,E_1-3,600
39195481,2017-01-05,19,6411402578525,1.0,35-44,6714,Q_4-7,E_1-3,600
39195481,2017-01-05,19,2000838700002,0.365,35-44,6714,Q_4-7,E_1-3,600
39195481,2017-01-05,19,6410405044532,1.0,35-44,6714,Q_4-7,E_1-3,600
39195481,2017-01-05,19,8722700237273,1.0,35-44,6714,Q_4-7,E_1-3,600
58057240,2017-01-08,14,711719807544,1.0,35-44,6714,Q_4-7,E_1-3,600
68393629,2017-01-09,21,4009044051111,1.0,35-44,6714,Q_4-7,E_1-3,600
68393629,2017-01-09,21,8710908052828,1.0,35-44,6714,Q_4-7,E_1-3,600
68393629,2017-01-09,21,6410405132789,2.0,35-44,6714,Q_4-7,E_1-3,600
68393629,2017-01-09,21,7310612383105,2.0,35-44,6714,Q_4-7,E_1-3,600
68393629,2017-01-09,21,8710908067143,1.0,35-44,6714,Q_4-7,E_1-3,600
68393629,2017-01-09,21,6408641081565,1.0,35-44,6714,Q_4-7,E_1-3,600
68393629,2017-01-09,21,96120002,1.0,35-44,6714,Q_4-7,E_1-3,600
68393629,2017-01-09,21,4005808222933,1.0,35-44,6714,Q_4-7,E_1-3,600
70971218,2017-01-10,8,6412247641467,1.0,35-44,6714,Q_4-7,E_1-3,600
92344339,2017-01-13,12,2000604700007,0.466,35-44,6714,Q_4-7,E_1-3,600
92344339,2017-01-13,12,6410405049964,1.0,35-44,6714,Q_4-7,E_1-3,600
92344339,2017-01-13,12,6410402021697,2.0,35-44,6714,Q_4-7,E_1-3,600
92344339,2017-01-13,12,6405031040829,1.0,35-44,6714,Q_4-7,E_1-3,600
92344339,2017-01-13,12,6408430340583,1.0,35-44,6714,Q_4-7,E_1-3,600
92344339,2017-01-13,12,6417700050725,4.0,35-44,6714,Q_4-7,E_1-3,600
92344339,2017-01-13,12,6416021000389,1.0,35-44,6714,Q_4-7,E_1-3,600
92344339,2017-01-13,12,6408430340569,1.0,35-44,6714,Q_4-7,E_1-3,600
92344339,2017-01-13,12,6409620010057,1.0,35-44,6714,Q_4-7,E_1-3,600
92344339,2017-01-13,12,2000588700000,1.0,35-44,6714,Q_4-7,E_1-3,600
92344339,2017-01-13,12,6410405060457,1.0,35-44,6714,Q_4-7,E_1-3,600
92344339,2017-01-13,12,7622100936404,1.0,35-44,6714,Q_4-7,E_1-3,600
92344339,2017-01-13,12,6416046151004,1.0,35-44,6714,Q_4-7,E_1-3,600
92344339,2017-01-13,12,6408430000296,1.0,35-44,6714,Q_4-7,E_1-3,600
92344339,2017-01-13,12,6408430340583,1.0,35-44,6714,Q_4-7,E_1-3,600
92344339,2017-01-13,12,2000408900009,1.296,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,7319470850026,1.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,7622210315519,1.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,2000604700007,0.547,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,2000960000001,0.34,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,6433500021772,1.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,6410405093202,1.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,6430052550019,1.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,6430041690382,2.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,6410400033036,1.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,6411230032800,1.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,6408641205732,1.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,64016634,2.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,6410405116253,1.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,2000218500000,0.203,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,6411402202208,1.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,8000920855324,1.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,64016641,2.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,7312600004047,1.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,6430051361067,1.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,6407840042537,2.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,6430021740120,1.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,2000973900008,24.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,2000614400003,0.305,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,2000607600007,0.225,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,6408430000173,6.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,6410405091284,1.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,6408430021048,1.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,6408430039517,1.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,6417326011414,1.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,6410380097608,2.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,6410405044709,1.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,6416453014954,4.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,6414201001812,2.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,6410405056887,1.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,5410673700797,1.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,6408641077308,1.0,35-44,6714,Q_4-7,E_1-3,600
97215688,2017-01-13,18,6009529399996,1.0,35-44,6714,Q_4-7,E_1-3,600
104135139,2017-01-14,19,6438242831054,1.0,35-44,6714,Q_4-7,E_1-3,600
104135139,2017-01-14,19,6438242843156,1.0,35-44,6714,Q_4-7,E_1-3,600
104135139,2017-01-14,19,7622100936107,1.0,35-44,6714,Q_4-7,E_1-3,600
104135139,2017-01-14,19,730870139486,1.0,35-44,6714,Q_4-7,E_1-3,600
104135139,2017-01-14,19,6438242901450,1.0,35-44,6714,Q_4-7,E_1-3,600
104135139,2017-01-14,19,6438215036608,1.0,35-44,6714,Q_4-7,E_1-3,600
110130352,2017-01-15,16,6416061401160,1.0,35-44,6714,Q_4-7,E_1-3,600
110130352,2017-01-15,16,8414243240024,1.0,35-44,6714,Q_4-7,E_1-3,600
110130352,2017-01-15,16,2000650800003,0.437,35-44,6714,Q_4-7,E_1-3,600
110130352,2017-01-15,16,2000818700008,0.621,35-44,6714,Q_4-7,E_1-3,600
110130352,2017-01-15,16,6410405051295,1.0,35-44,6714,Q_4-7,E_1-3,600
110130352,2017-01-15,16,6408641832990,24.0,35-44,6714,Q_4-7,E_1-3,600
110130352,2017-01-15,16,2000604700007,0.6,35-44,6714,Q_4-7,E_1-3,600
110130352,2017-01-15,16,6410402016242,1.0,35-44,6714,Q_4-7,E_1-3,600
110130352,2017-01-15,16,5050083262203,1.0,35-44,6714,Q_4-7,E_1-3,600
110130352,2017-01-15,16,6410402023059,1.0,35-44,6714,Q_4-7,E_1-3,600
110130352,2017-01-15,16,6413601002696,1.0,35-44,6714,Q_4-7,E_1-3,600
110130352,2017-01-15,16,2000500000003,1.471,35-44,6714,Q_4-7,E_1-3,600
110130352,2017-01-15,16,6407800009846,1.0,35-44,6714,Q_4-7,E_1-3,600
110130352,2017-01-15,16,6410405173966,1.0,35-44,6714,Q_4-7,E_1-3,600
110130352,2017-01-15,16,6408430062133,1.0,35-44,6714,Q_4-7,E_1-3,600
110130352,2017-01-15,16,2000511700008,0.783,35-44,6714,Q_4-7,E_1-3,600
110130352,2017-01-15,16,7310240651881,1.0,35-44,6714,Q_4-7,E_1-3,600
110130352,2017-01-15,16,6410405184559,1.0,35-44,6714,Q_4-7,E_1-3,600
110130352,2017-01-15,16,6405422739950,1.0,35-44,6714,Q_4-7,E_1-3,600
110130352,2017-01-15,16,6420615451075,1.0,35-44,6714,Q_4-7,E_1-3,600
110130352,2017-01-15,16,6430041690382,3.0,35-44,6714,Q_4-7,E_1-3,600
110130352,2017-01-15,16,7311070347302,1.0,35-44,6714,Q_4-7,E_1-3,600
110130352,2017-01-15,16,6417964787504,1.0,35-44,6714,Q_4-7,E_1-3,600
110130352,2017-01-15,16,6407810013802,1.0,35-44,6714,Q_4-7,E_1-3,600
110130352,2017-01-15,16,5000396021202,1.0,35-44,6714,Q_4-7,E_1-3,600
