Receipt,TransactionDate,BeginHour,EAN,Quantity,PersonAgeGrp,KCustomer,QualClass,EasyClass,CustomerID
48511977,2017-01-06,18,6410405141149,1.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,7310532131695,1.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,6408640995924,1.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,8436008521018,1.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,6415600539111,1.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,2000604700007,0.292,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,6408641827200,10.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,7311310031299,1.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,6415600520324,1.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,6420256014455,2.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,6410405167828,2.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,6410405140586,3.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,4002971301601,8.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,6420256014141,2.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,8000430900194,3.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,8714789843803,1.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,6405904001001,2.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,6412000035274,1.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,7310532131152,1.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,6430041690719,1.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,6414504294256,1.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,2000614400003,0.768,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,7310619074006,1.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,6410405060457,2.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,6415600502108,5.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,4002971301700,2.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,7310532131534,1.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,4740098079804,1.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,6430016135962,2.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,7622100936220,1.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,2000650800003,0.517,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,5707577202046,2.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,2000973900008,7.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,4770135216954,1.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,2000585400002,1.657,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,2000613700005,0.144,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,8076809513753,1.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,6410402028634,2.0,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,2354073400006,1.69,25-34,6714,Q_8-10,E_1-3,390
48511977,2017-01-06,18,7310865094780,1.0,25-34,6714,Q_8-10,E_1-3,390
51799037,2017-01-07,18,2000604700007,0.397,25-34,6714,Q_8-10,E_1-3,390
51799037,2017-01-07,18,2000973900008,3.0,25-34,6714,Q_8-10,E_1-3,390
51799037,2017-01-07,18,6416597114589,3.0,25-34,6714,Q_8-10,E_1-3,390
51799037,2017-01-07,18,8710605092035,1.0,25-34,6714,Q_8-10,E_1-3,390
51799037,2017-01-07,18,8410655001147,3.0,25-34,6714,Q_8-10,E_1-3,390
51799037,2017-01-07,18,6409630001014,2.0,25-34,6714,Q_8-10,E_1-3,390
51799037,2017-01-07,18,2000642500003,0.704,25-34,6714,Q_8-10,E_1-3,390
51799037,2017-01-07,18,6416597114619,1.0,25-34,6714,Q_8-10,E_1-3,390
51799037,2017-01-07,18,2000505800004,0.42,25-34,6714,Q_8-10,E_1-3,390
51799037,2017-01-07,18,6410405136596,1.0,25-34,6714,Q_8-10,E_1-3,390
51799037,2017-01-07,18,6410405127426,2.0,25-34,6714,Q_8-10,E_1-3,390
51799037,2017-01-07,18,6409620010057,1.0,25-34,6714,Q_8-10,E_1-3,390
51799037,2017-01-07,18,6408430000517,3.0,25-34,6714,Q_8-10,E_1-3,390
51799037,2017-01-07,18,2000513500002,0.82,25-34,6714,Q_8-10,E_1-3,390
51799037,2017-01-07,18,6413466114206,1.0,25-34,6714,Q_8-10,E_1-3,390
51799037,2017-01-07,18,6423800395017,1.0,25-34,6714,Q_8-10,E_1-3,390
