Receipt,TransactionDate,BeginHour,EAN,Quantity,PersonAgeGrp,KCustomer,QualClass,EasyClass,CustomerID
14651584,2017-01-01,16,6409100050306,1.0,55-64,6712,Q_1-3,E_1-3,945
14651584,2017-01-01,16,6410405181374,2.0,55-64,6712,Q_1-3,E_1-3,945
14651584,2017-01-01,16,6409100073602,1.0,55-64,6712,Q_1-3,E_1-3,945
14651584,2017-01-01,16,6416021003069,1.0,55-64,6712,Q_1-3,E_1-3,945
20503444,2017-01-02,16,7310614398053,1.0,55-64,6712,Q_1-3,E_1-3,945
20503444,2017-01-02,16,2000818700008,0.527,55-64,6712,Q_1-3,E_1-3,945
20503444,2017-01-02,16,6413600015406,1.0,55-64,6712,Q_1-3,E_1-3,945
20503444,2017-01-02,16,6410400036549,4.0,55-64,6712,Q_1-3,E_1-3,945
20503444,2017-01-02,16,6408641799569,2.0,55-64,6712,Q_1-3,E_1-3,945
20503444,2017-01-02,16,6411401019098,4.0,55-64,6712,Q_1-3,E_1-3,945
20503444,2017-01-02,16,2000960000001,0.31,55-64,6712,Q_1-3,E_1-3,945
20503444,2017-01-02,16,6408641827200,1.0,55-64,6712,Q_1-3,E_1-3,945
20503444,2017-01-02,16,2000619500005,0.366,55-64,6712,Q_1-3,E_1-3,945
20503444,2017-01-02,16,6415600501781,2.0,55-64,6712,Q_1-3,E_1-3,945
35863453,2017-01-04,13,6410105899401,1.0,55-64,6712,Q_1-3,E_1-3,945
35863453,2017-01-04,13,6410405077950,2.0,55-64,6712,Q_1-3,E_1-3,945
35863453,2017-01-04,13,6416021000389,1.0,55-64,6712,Q_1-3,E_1-3,945
35863453,2017-01-04,13,6407880082388,1.0,55-64,6712,Q_1-3,E_1-3,945
35863453,2017-01-04,13,6410405141576,1.0,55-64,6712,Q_1-3,E_1-3,945
35863453,2017-01-04,13,6408641827200,3.0,55-64,6712,Q_1-3,E_1-3,945
35863453,2017-01-04,13,6410405069146,2.0,55-64,6712,Q_1-3,E_1-3,945
35863453,2017-01-04,13,6410405157324,1.0,55-64,6712,Q_1-3,E_1-3,945
35863453,2017-01-04,13,6413466080204,1.0,55-64,6712,Q_1-3,E_1-3,945
35863453,2017-01-04,13,6410405069115,1.0,55-64,6712,Q_1-3,E_1-3,945
35863453,2017-01-04,13,6410405077974,1.0,55-64,6712,Q_1-3,E_1-3,945
35863453,2017-01-04,13,6411402164001,1.0,55-64,6712,Q_1-3,E_1-3,945
43550321,2017-01-05,15,6415130027980,2.0,55-64,6712,Q_1-3,E_1-3,945
