Receipt,TransactionDate,BeginHour,EAN,Quantity,PersonAgeGrp,KCustomer,QualClass,EasyClass,CustomerID
16524343,2017-01-01,10,6405506122814,1.0,35-44,6715,Q_1-3,E_4-7,635
16524343,2017-01-01,10,6413600135142,1.0,35-44,6715,Q_1-3,E_4-7,635
16524343,2017-01-01,10,2000503600002,0.514,35-44,6715,Q_1-3,E_4-7,635
16524343,2017-01-01,10,6410405147820,1.0,35-44,6715,Q_1-3,E_4-7,635
16524343,2017-01-01,10,6408641827200,1.0,35-44,6715,Q_1-3,E_4-7,635
16524343,2017-01-01,10,6409100051778,1.0,35-44,6715,Q_1-3,E_4-7,635
16524343,2017-01-01,10,6409620064760,1.0,35-44,6715,Q_1-3,E_4-7,635
16524343,2017-01-01,10,6410405060457,1.0,35-44,6715,Q_1-3,E_4-7,635
16524343,2017-01-01,10,6410405082626,4.0,35-44,6715,Q_1-3,E_4-7,635
16524343,2017-01-01,10,6432802512070,1.0,35-44,6715,Q_1-3,E_4-7,635
17616833,2017-01-02,12,6410405045010,1.0,35-44,6715,Q_1-3,E_4-7,635
17616833,2017-01-02,12,7613033068850,2.0,35-44,6715,Q_1-3,E_4-7,635
17616833,2017-01-02,12,6407800009938,2.0,35-44,6715,Q_1-3,E_4-7,635
17616833,2017-01-02,12,6416453072336,1.0,35-44,6715,Q_1-3,E_4-7,635
17616833,2017-01-02,12,7312170032099,2.0,35-44,6715,Q_1-3,E_4-7,635
17616833,2017-01-02,12,7310100703187,2.0,35-44,6715,Q_1-3,E_4-7,635
17616833,2017-01-02,12,24000001669,4.0,35-44,6715,Q_1-3,E_4-7,635
17616833,2017-01-02,12,3222270552745,1.0,35-44,6715,Q_1-3,E_4-7,635
17616833,2017-01-02,12,64027173,4.0,35-44,6715,Q_1-3,E_4-7,635
17616833,2017-01-02,12,2000964000007,0.16,35-44,6715,Q_1-3,E_4-7,635
17616833,2017-01-02,12,2000818700008,1.584,35-44,6715,Q_1-3,E_4-7,635
17616833,2017-01-02,12,6411402159403,1.0,35-44,6715,Q_1-3,E_4-7,635
17616833,2017-01-02,12,6420256013243,2.0,35-44,6715,Q_1-3,E_4-7,635
17616833,2017-01-02,12,6408430040049,2.0,35-44,6715,Q_1-3,E_4-7,635
17616833,2017-01-02,12,6408430000296,2.0,35-44,6715,Q_1-3,E_4-7,635
17616833,2017-01-02,12,6410405174864,2.0,35-44,6715,Q_1-3,E_4-7,635
31774991,2017-01-04,17,2000973900008,12.0,35-44,6715,Q_1-3,E_4-7,635
31774991,2017-01-04,17,6415600513906,12.0,35-44,6715,Q_1-3,E_4-7,635
44497141,2017-01-05,22,6420256014066,1.0,35-44,6715,Q_1-3,E_4-7,635
44497141,2017-01-05,22,6411401036200,1.0,35-44,6715,Q_1-3,E_4-7,635
44497141,2017-01-05,22,6410405078803,1.0,35-44,6715,Q_1-3,E_4-7,635
50095573,2017-01-06,17,6430041690382,1.0,35-44,6715,Q_1-3,E_4-7,635
50095573,2017-01-06,17,6411300140329,3.0,35-44,6715,Q_1-3,E_4-7,635
50095573,2017-01-06,17,2000874500000,0.383,35-44,6715,Q_1-3,E_4-7,635
50095573,2017-01-06,17,4033800234876,1.0,35-44,6715,Q_1-3,E_4-7,635
50095573,2017-01-06,17,6407970008748,1.0,35-44,6715,Q_1-3,E_4-7,635
50095573,2017-01-06,17,5449000000965,1.0,35-44,6715,Q_1-3,E_4-7,635
50095573,2017-01-06,17,2000973900008,6.0,35-44,6715,Q_1-3,E_4-7,635
50095573,2017-01-06,17,6409100077037,1.0,35-44,6715,Q_1-3,E_4-7,635
50095573,2017-01-06,17,6409100078041,1.0,35-44,6715,Q_1-3,E_4-7,635
62565408,2017-01-09,18,6420256013557,1.0,35-44,6715,Q_1-3,E_4-7,635
62565408,2017-01-09,18,6412500070188,1.0,35-44,6715,Q_1-3,E_4-7,635
62565408,2017-01-09,18,6408430002030,1.0,35-44,6715,Q_1-3,E_4-7,635
74951971,2017-01-10,16,6415130027997,2.0,35-44,6715,Q_1-3,E_4-7,635
74951971,2017-01-10,16,6410405144133,1.0,35-44,6715,Q_1-3,E_4-7,635
88977451,2017-01-12,17,6410405138392,1.0,35-44,6715,Q_1-3,E_4-7,635
94843185,2017-01-13,16,7622100936589,1.0,35-44,6715,Q_1-3,E_4-7,635
94843185,2017-01-13,16,6415600501811,2.0,35-44,6715,Q_1-3,E_4-7,635
94843185,2017-01-13,16,6408641827200,2.0,35-44,6715,Q_1-3,E_4-7,635
94843185,2017-01-13,16,4023600010411,1.0,35-44,6715,Q_1-3,E_4-7,635
94843185,2017-01-13,16,90415999,1.0,35-44,6715,Q_1-3,E_4-7,635
94843185,2017-01-13,16,6430043243319,1.0,35-44,6715,Q_1-3,E_4-7,635
94843185,2017-01-13,16,2000604700007,0.424,35-44,6715,Q_1-3,E_4-7,635
94843185,2017-01-13,16,6413300000214,2.0,35-44,6715,Q_1-3,E_4-7,635
94843185,2017-01-13,16,2000973900008,1.0,35-44,6715,Q_1-3,E_4-7,635
94843185,2017-01-13,16,6408430000548,1.0,35-44,6715,Q_1-3,E_4-7,635
104328339,2017-01-14,13,2000614400003,0.311,35-44,6715,Q_1-3,E_4-7,635
104328339,2017-01-14,13,6410405095916,2.0,35-44,6715,Q_1-3,E_4-7,635
104328339,2017-01-14,13,6430028234011,1.0,35-44,6715,Q_1-3,E_4-7,635
104328339,2017-01-14,13,6410402024674,1.0,35-44,6715,Q_1-3,E_4-7,635
104328339,2017-01-14,13,6410405169907,1.0,35-44,6715,Q_1-3,E_4-7,635
104328339,2017-01-14,13,6410405169884,2.0,35-44,6715,Q_1-3,E_4-7,635
104328339,2017-01-14,13,6416021000389,1.0,35-44,6715,Q_1-3,E_4-7,635
104328339,2017-01-14,13,6410405144171,1.0,35-44,6715,Q_1-3,E_4-7,635
104328339,2017-01-14,13,6410405121080,1.0,35-44,6715,Q_1-3,E_4-7,635
104328339,2017-01-14,13,6410405134271,1.0,35-44,6715,Q_1-3,E_4-7,635
108543655,2017-01-15,18,6409100050627,1.0,35-44,6715,Q_1-3,E_4-7,635
108543655,2017-01-15,18,6410405089724,1.0,35-44,6715,Q_1-3,E_4-7,635
108543655,2017-01-15,18,6410405181374,2.0,35-44,6715,Q_1-3,E_4-7,635
108543655,2017-01-15,18,6411402164001,1.0,35-44,6715,Q_1-3,E_4-7,635
